"Reservoir","Site","DateTime","Depth_m","Rep","TP_ugL","TN_ugL","Flag_DateTime","Flag_TP_ugL","Flag_TN_ugL","NO3NO2_ugL","NH4_ugL","SRP_ugL","Flag_NH4_ugL","Flag_SRP_ugL","Flag_NO3NO2_ugL","DIC_mgL","DC_mgL","DOC_mgL","DN_mgL","Flag_DC_mgL","Flag_DIC_mgL","Flag_DOC_mgL","Flag_DN_mgL"
"FCR",100,2023-07-17 13:15:00,0.1,1,46.5,233,0,0,0,78,16,20,0,0,0,4.9,7.2,2.3,0.21,0,0,0,0
"FCR",50,2023-07-24 10:00:00,0.1,1,36,532,0,0,0,15,61,8,0,0,0,4.5,11.3,6.8,0.76,0,0,0,0
"FCR",50,2023-07-24 10:20:00,1.6,1,36.6,677,0,0,0,13,58,9,0,0,0,4.5,10.7,6.2,0.658,0,0,0,0
"FCR",100,2023-07-24 10:20:00,0.1,1,48.1,242,0,0,0,58,9,25,0,0,0,4.5,6,1.4,0.151,0,0,0,0
"FCR",200,2023-07-24 10:40:00,0.1,1,69.3,240,0,0,0,49,40,9,0,0,0,5.8,8.2,2.5,0.24,0,0,0,0
"FCR",50,2023-07-24 10:41:00,3.8,1,46.8,545,0,0,0,4,19,7,0,0,3,5.1,9.3,4.2,0.34,0,0,0,0
"FCR",50,2023-07-24 11:01:00,5,1,35.7,548,0,0,0,27,157,4,0,0,0,5.3,8.1,2.8,0.427,0,0,0,0
"FCR",50,2023-07-24 11:15:00,6.2,1,26.1,738,0,0,0,80,379,4,0,3,0,5.8,11.8,6,0.683,0,0,0,0
"FCR",50,2023-07-24 11:32:00,8,1,24.4,714,0,0,0,90,468,2,0,3,0,5.3,7.2,2,0.72,0,0,0,0
"FCR",50,2023-07-24 11:43:00,9,1,25.3,704,0,0,0,92,457,2,0,3,0,5.2,7.2,1.9,0.71,0,0,0,0
"FCR",50,2023-07-31 09:55:00,0.1,1,40.3,604,0,0,0,3,17,16,0,0,3,4.6,10.8,6.3,0.573,0,0,0,0
"FCR",50,2023-07-31 10:05:00,1.6,1,41.7,497,0,0,0,2,11,10,0,0,3,4.3,10.3,6,0.502,0,0,0,0
"FCR",50,2023-07-31 10:15:00,3.8,1,36.8,347,0,0,0,2,19,6,0,0,3,5.1,9,4,0.43,0,0,0,0
"FCR",50,2023-07-31 10:25:00,5,1,30.3,490,0,0,0,40,203,2,0,3,0,5.6,7.7,2.2,0.414,0,0,0,0
"FCR",50,2023-07-31 10:35:00,6.2,1,31.7,690,0,0,0,58,287,4,0,0,0,5.4,8.3,2.9,0.592,0,0,0,0
"FCR",50,2023-07-31 10:43:00,8,1,32.9,749,0,0,0,81,383,5,0,0,0,5.6,11.8,6.3,0.728,0,0,0,0
"FCR",50,2023-07-31 10:50:00,9,1,30.2,717,0,0,0,76,376,7,0,0,0,5.6,12.3,6.7,0.75,0,0,0,0
"FCR",100,2023-07-31 11:50:00,0.1,1,43.1,190,0,0,0,79,14,30,0,0,0,5.2,7,1.8,0.204,0,0,0,0
"FCR",50,2023-08-07 09:20:00,0.1,1,35.7,577,0,0,0,3,14,5,0,0,3,4.8,10,5.2,0.4,0,0,0,0
"FCR",50,2023-08-07 09:32:00,3.8,1,53.1,503,0,0,0,4,27,2,0,3,3,6,8.6,2.6,0.26,0,0,0,0
"FCR",50,2023-08-07 09:40:00,1.6,1,40.2,595,0,0,0,4,7,5,0,0,0,4.4,9.9,5.6,0.43,0,0,0,0
"FCR",100,2023-08-07 09:43:00,0.1,1,74.2,434,0,0,0,68,9,20,0,0,0,5.2,7.8,2.6,0.21,0,0,0,0
"FCR",50,2023-08-07 09:50:00,5,1,37.6,528,0,0,0,23,140,3,0,3,0,5.6,8.8,3.2,0.4,0,0,0,0
"FCR",50,2023-08-07 09:56:00,6.2,1,26.6,780,0,0,0,87,477,2,0,3,0,5.8,7.9,2.1,0.73,0,0,0,0
"FCR",50,2023-08-07 10:03:00,8,1,26,789,0,0,0,90,506,1,0,3,0,5.8,8.7,2.9,0.8,0,0,0,0
"FCR",50,2023-08-07 10:07:00,9,1,26.1,774,0,0,0,84,528,2,0,3,0,5.6,7.6,2,0.74,0,0,0,0
"FCR",50,2023-08-14 01:05:00,1.6,1,50.2,693,0,0,0,1,13,14,0,0,3,7.4,13.6,6.2,0.517,0,0,0,0
"FCR",50,2023-08-14 01:20:00,3.8,1,63.5,653,0,0,0,1,12,4,0,0,3,5.3,8.9,3.6,0.34,0,0,0,0
"FCR",50,2023-08-14 01:40:00,5,1,30,710,0,0,0,55,447,3,0,3,0,5.7,7.7,2,0.667,0,0,0,0
"FCR",50,2023-08-14 01:55:00,6.2,1,26.4,754,0,0,0,66,556,4,0,0,0,5.5,8.1,2.5,0.849,0,0,0,0
"FCR",50,2023-08-14 02:10:00,9,1,29.4,885,0,0,0,74,620,4,0,0,0,6.1,7.8,1.7,0.874,0,0,0,0
"FCR",50,2023-08-14 02:30:00,8,1,25.1,843,0,0,0,71,584,3,0,3,0,6.2,8.2,2,0.809,0,0,0,0
"FCR",100,2023-08-14 10:50:00,0.1,1,38.8,192,0,0,0,91,11,35,0,0,0,5.4,7.2,1.8,0.221,0,0,0,0
"FCR",200,2023-08-14 11:27:00,0.1,1,120,393,0,0,0,40,93,8,0,0,0,6.8,9.8,3,0.31,0,0,0,0
"FCR",50,2023-08-14 12:50:00,0.1,1,33.3,565,0,0,0,2,8,13,0,0,3,4.6,10.3,5.7,0.467,0,0,0,0
"FCR",50,2023-08-22 13:23:00,0.1,1,41.4,752,0,0,0,2,9,14,0,0,3,4.6,11,6.4,0.55,0,0,0,0
"FCR",50,2023-08-22 13:33:00,1.6,1,39.2,726,0,0,0,0,9,12,0,0,3,4.8,10.8,6,0.528,0,0,0,0
"FCR",50,2023-08-22 13:45:00,3.8,1,68.2,727,0,0,0,4,22,6,0,0,3,5.8,8.9,3.1,0.354,0,0,0,0
"FCR",50,2023-08-22 14:05:00,5,1,55.8,819,0,0,0,50,464,4,0,3,0,6.1,10.7,4.6,0.78,0,0,0,0
"FCR",50,2023-08-22 14:15:00,6.2,1,36.1,831,0,0,0,40,378,8,0,0,0,6.2,10.8,4.6,0.67,0,0,0,0
"FCR",50,2023-08-22 14:25:00,8,1,22.1,921,0,0,0,68,701,3,0,3,0,6.2,9.7,3.5,0.96,0,0,0,0
"FCR",50,2023-08-22 14:30:00,9,1,21.8,851,0,0,0,64,709,3,0,3,0,6.5,8.3,1.9,1.021,0,0,0,0
"FCR",50,2023-08-29 13:01:00,0.1,1,40.7,915,0,0,0,2,6,4,0,0,3,4.4,11.1,6.7,0.52,0,0,0,0
"FCR",50,2023-08-29 13:15:00,1.6,1,45.8,830,0,0,0,3,58,5,0,0,3,4.6,10.2,5.6,0.51,0,0,0,0
"FCR",50,2023-08-29 13:25:00,3.8,1,53.8,484,0,0,0,6,14,2,0,3,0,5,7.4,2.5,0.23,0,0,0,0
"FCR",50,2023-08-29 13:34:00,5,1,34.4,730,0,0,0,33,497,3,0,3,0,6.2,8.5,2.4,0.74,0,0,0,0
"FCR",50,2023-08-29 13:44:00,6.2,1,22.8,1000,0,0,0,61,862,1,0,3,0,5.9,7.5,1.6,1.02,0,0,0,0
"FCR",50,2023-08-29 13:52:00,8,1,24.9,1050,0,0,0,64,867,2,0,3,0,5.9,7.9,2,0.98,0,0,0,0
"FCR",50,2023-08-29 13:59:00,9,1,22.1,971,0,0,0,64,853,3,0,3,0,5.9,7.7,1.9,0.93,0,0,0,0
"FCR",100,2023-08-29 14:52:00,0.1,1,49.9,233,0,0,0,81,16,23,0,0,0,5.3,7.2,1.9,0.15,0,0,0,0
"FCR",50,2023-09-05 10:13:00,0.1,1,37.8,675,0,0,0,3,8,4,0,0,3,4.9,11.3,6.4,0.53,0,0,0,0
"FCR",50,2023-09-05 10:24:00,1.6,1,31.7,565,0,0,0,3,7,6,0,0,3,4.5,10.3,5.8,0.45,0,0,0,0
"FCR",50,2023-09-05 10:33:00,3.8,1,49.8,437,0,0,0,6,12,2,0,3,0,5.2,8.3,3.1,0.25,0,0,0,0
"FCR",50,2023-09-05 10:43:00,5,1,36.9,764,0,0,0,18,347,4,0,0,0,5.9,8.5,2.5,0.54,0,0,0,0
"FCR",50,2023-09-05 10:57:00,6.2,1,21.6,1150,0,0,0,56,943,4,0,0,0,6,7.8,1.8,1.07,0,0,0,0
"FCR",50,2023-09-05 11:07:00,8,1,24.6,990,0,0,0,58,925,2,0,3,0,6.1,8.1,2,0.98,0,0,0,0
"FCR",50,2023-09-05 11:17:00,9,1,21.3,1050,0,0,0,59,953,2,0,3,0,6.5,8.6,2.1,1.19,0,0,0,0
"FCR",100,2023-09-05 16:00:00,0.1,1,56.6,282,0,0,0,90,12,24,0,0,0,5.4,7.1,1.7,0.2,0,0,0,0
"FCR",100,2023-09-12 12:00:00,0.1,1,44,175,1,0,0,39,9,33,0,0,0,5.4,7.2,1.8,0.169,0,0,0,0
"FCR",50,2023-09-12 14:30:00,0.1,1,36.5,997,0,0,0,5,53,23,0,0,0,4.9,13.4,8.5,1.19,0,0,0,0
"FCR",50,2023-09-12 14:37:00,1.6,1,39.8,750,0,0,0,2,10,13,0,0,3,5,10.5,5.5,0.539,0,0,0,0
"FCR",50,2023-09-12 14:48:00,3.8,1,50.7,551,0,0,0,3,10,8,0,0,3,5.5,8.9,3.4,0.394,0,0,0,0
"FCR",50,2023-09-12 14:58:00,5,1,25,1250,0,0,0,34,831,4,0,0,0,6.4,8.4,2,1.112,0,0,0,0
"FCR",50,2023-09-12 15:05:00,6.2,1,18.7,1430,0,0,0,50,1080,7,0,0,0,7.1,8.9,1.8,1.368,0,0,0,0
"FCR",50,2023-09-12 15:11:00,8,1,22.7,1090,0,0,0,45,1080,4,0,0,0,6.7,8.5,1.8,1.31,0,0,0,0
"FCR",50,2023-09-12 15:15:00,9,1,25,1150,0,0,0,50,1070,3,0,3,0,6.5,8.7,2.2,1.31,0,0,0,0
"FCR",50,2023-09-18 10:04:00,0.1,1,40.9,653,0,0,0,9,12,5,0,0,0,4.8,10.4,5.6,0.47,0,0,0,0
"FCR",50,2023-09-18 10:17:00,1.6,1,38.7,660,0,0,0,3,9,4,0,0,3,5.1,10.2,5.1,0.47,0,0,0,0
"FCR",50,2023-09-18 10:27:00,3.8,1,48.3,650,0,0,0,5,8,3,0,3,0,5.1,8.9,3.7,0.34,0,0,0,0
"FCR",50,2023-09-18 10:36:00,5,1,33.3,896,0,0,0,18,769,3,0,3,0,6.1,8.3,2.1,0.91,0,0,0,0
"FCR",50,2023-09-18 10:46:00,6.2,1,40.1,900,0,0,0,35,786,3,0,3,0,6.6,9.2,2.6,1.04,0,0,0,0
"FCR",50,2023-09-18 10:56:00,8,1,25.6,1330,0,0,0,47,1020,2,0,3,0,6.8,8.9,2,1.28,0,0,0,0
"FCR",50,2023-09-18 11:06:00,9,1,25.9,1260,0,0,0,47,1150,3,0,3,0,6.7,8.7,2,1.34,0,0,0,0
"FCR",100,2023-09-18 12:00:00,0.1,1,NA,NA,0,0,0,20,17,19,0,0,0,NA,NA,NA,NA,0,0,0,0
"FCR",50,2023-09-26 14:15:00,0.1,1,37.5,737,0,0,0,9,16,23,0,0,0,4.7,10.2,5.5,0.589,0,0,0,0
"FCR",50,2023-09-26 14:20:00,1.6,1,43.4,813,0,0,0,3,11,10,0,0,3,4.9,9.4,4.4,0.381,0,0,0,0
"FCR",50,2023-09-26 14:29:00,3.8,1,31.7,619,0,0,0,4,67,7,0,0,3,5,9.4,4.4,0.44,0,0,0,0
"FCR",50,2023-09-26 14:38:00,5,1,40.5,1570,0,0,0,21,989,3,0,3,0,6.6,8.7,2.1,1.306,0,0,0,0
"FCR",50,2023-09-26 14:48:00,6.2,1,24.4,1640,0,0,0,32,1220,2,0,3,0,7,8.9,1.9,1.493,0,0,0,0
"FCR",50,2023-09-26 14:52:00,8,1,21.5,1660,0,0,0,33,1260,8,0,0,0,6.6,8.5,1.9,1.541,0,0,0,0
"FCR",50,2023-09-26 15:05:00,9,1,19.1,1610,0,0,0,31,1290,3,0,3,0,7,8.6,1.6,1.56,0,0,0,0
"FCR",50,2023-10-03 11:17:00,0.1,1,29.4,603,0,0,0,5,42,7,0,0,0,4.7,9.1,4.5,0.435,0,0,0,0
"FCR",50,2023-10-03 11:26:00,1.6,1,31.4,604,0,0,0,0,25,9,0,0,43,4.8,9.3,4.5,0.442,0,0,0,0
"FCR",50,2023-10-03 11:33:00,3.8,1,34.3,638,0,0,0,3,89,6,0,0,3,5.6,9.7,4.1,0.426,0,0,0,0
"FCR",50,2023-10-03 11:40:00,5,1,30.8,1680,0,0,0,4,713,11,0,0,3,5.4,7.8,2.4,0.529,0,0,0,0
"FCR",50,2023-10-03 11:49:00,6.2,1,24.8,1700,0,0,0,19,999,2,0,3,0,6.4,8.5,2.1,1.23,0,0,0,0
"FCR",50,2023-10-03 12:22:00,8,1,21.1,1850,0,0,0,23,1380,3,0,3,0,7,8.9,1.9,1.53,0,0,0,0
"FCR",50,2023-10-03 12:29:00,9,1,20.9,1700,0,0,0,27,1350,4,0,0,0,7.1,9,1.8,1.561,0,0,0,0
"FCR",100,2023-10-03 14:00:00,0.1,1,30.4,136,0,0,0,40,9,24,0,0,0,4.7,6.6,1.9,0.165,0,0,0,0
"FCR",50,2023-10-09 09:45:00,0.1,1,32.1,638,0,0,0,12,96,8,0,0,0,5.4,9.7,4.3,0.45,0,0,0,0
"FCR",50,2023-10-09 09:57:00,1.6,1,31.9,583,0,0,0,8,89,6,0,0,0,5.1,9.2,4.1,0.44,0,0,0,0
"FCR",50,2023-10-09 10:09:00,3.8,1,33.5,673,0,0,0,7,92,7,0,0,0,4.9,9,4.1,0.461,0,0,0,0
"FCR",50,2023-10-09 10:20:00,5,1,36.9,1320,0,0,0,6,748,2,0,3,0,6.3,8.7,2.4,1.015,0,0,0,0
"FCR",50,2023-10-09 10:30:00,6.2,1,23.4,1740,0,0,0,20,1240,2,0,3,0,7.2,9.1,1.8,1.462,0,0,0,0
"FCR",50,2023-10-09 10:40:00,8,1,24.7,1680,0,0,0,20,1150,3,0,3,0,6.9,8.8,1.9,1.36,0,0,0,0
"FCR",50,2023-10-09 10:52:00,9,1,22.8,1732,0,0,0,28,1430,0,0,3,0,7.5,9.2,1.7,1.67,0,0,0,0
"FCR",50,2023-10-17 10:47:00,0.1,1,32,656,0,0,0,17,137,7,0,0,0,5.5,9.3,3.9,0.513,0,0,0,0
"FCR",50,2023-10-17 10:56:00,1.6,1,32.5,671,0,0,0,18,142,7,0,0,0,5.5,9.3,3.8,0.5,0,0,0,0
"FCR",50,2023-10-17 11:07:00,3.8,1,37.8,662,0,0,0,14,142,6,0,0,0,5.7,9.4,3.7,0.47,0,0,0,0
"FCR",50,2023-10-17 11:17:00,5,1,31.9,662,0,0,0,14,142,8,0,0,0,5.6,9.4,3.8,0.497,0,0,0,0
"FCR",50,2023-10-17 11:25:00,6.2,1,24,1740,0,0,0,20,1170,6,0,0,0,7.1,9.3,2.1,1.36,0,0,0,0
"FCR",50,2023-10-17 11:34:00,8,1,25.9,1660,0,0,0,21,1280,3,0,3,0,6.8,8.8,2,1.45,0,0,0,0
"FCR",50,2023-10-17 11:43:00,9,1,25.4,1800,0,0,0,20,1370,3,0,3,0,7,10.5,3.5,1.5,0,0,0,0
"FCR",100,2023-10-17 13:48:00,0.1,1,35.6,94.3,0,0,0,4,9,19,0,0,3,5.1,6.9,1.8,0.1,0,0,0,0
"FCR",50,2023-10-24 13:34:00,0.1,1,32.4,665,0,0,0,23,148,4,0,0,0,5.3,8.9,3.6,0.493,0,0,0,0
"FCR",50,2023-10-24 13:44:00,1.6,1,34.9,678,0,0,0,26,147,9,0,0,0,5.2,8.8,3.6,0.5,0,0,0,0
"FCR",50,2023-10-24 13:59:00,3.8,1,32.2,672,0,0,0,24,164,5,0,0,0,5.8,9.5,3.6,0.485,0,0,0,0
"FCR",50,2023-10-24 14:08:00,5,1,33.1,685,0,0,0,24,161,6,0,0,0,4.4,7.9,3.5,0.485,0,0,0,0
"FCR",50,2023-10-24 14:19:00,6.2,1,31.1,970,0,0,0,24,579,3,0,3,0,6.6,9.6,3,0.879,0,0,0,0
"FCR",50,2023-10-24 14:31:00,8,1,29.1,1400,0,0,0,28,1100,2,0,3,0,6.7,9.3,2.6,1.39,0,0,0,0
"FCR",50,2023-10-24 14:40:00,9,1,33.4,1498,0,0,0,21,1380,3,0,3,0,7.3,9.3,2,1.67,0,0,0,0
"FCR",50,2023-10-31 13:16:00,0.1,1,62.2,830,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0
"FCR",50,2023-10-31 13:30:00,1.6,1,53,718,0,0,0,7,31,9,0,0,0,4.6,8.3,3.8,0.389,0,0,0,0
"FCR",50,2023-10-31 13:42:00,3.8,1,30.1,586,0,0,0,20,53,6,0,0,0,4.8,8.8,4,0.383,0,0,0,0
"FCR",50,2023-10-31 13:56:00,5,1,26.5,632,0,0,0,25,172,6,0,0,0,4.9,8.5,3.5,0.557,0,0,0,0
"FCR",50,2023-10-31 14:08:00,6.2,1,25.9,1170,0,0,0,32,757,2,0,3,0,6.4,9.1,2.6,1.106,0,0,0,0
"FCR",100,2023-10-31 14:15:00,0.1,1,40.3,120,0,0,0,2,11,30,0,0,3,5.5,8.5,3,0.11,0,0,0,0
"FCR",50,2023-10-31 14:18:00,8,1,30.5,1440,0,0,0,26,807,3,0,3,0,6,8.6,2.6,1.342,0,0,0,0
"FCR",50,2023-10-31 14:29:00,9,1,31.2,961,0,0,0,26,983,4,0,3,0,5.9,8.4,2.5,1.324,0,0,0,0
"FCR",50,2023-11-06 09:54:00,0.1,1,43.6,545,0,0,0,15,60,8,0,0,0,5.7,9.5,3.7,0.405,0,0,0,0
"FCR",50,2023-11-06 10:08:00,1.6,1,45.5,642,0,0,0,13,60,12,0,0,0,5.2,8.9,3.7,0.406,0,0,0,0
"FCR",50,2023-11-06 10:27:00,3.8,1,39.3,621,0,0,0,15,104,8,0,0,0,5.2,8.8,3.6,0.45,0,0,0,0
"FCR",50,2023-11-06 10:42:00,5,1,37.8,639,0,0,0,15,126,8,0,0,0,5.2,8.6,3.4,0.449,0,0,0,0
"FCR",50,2023-11-06 10:55:00,6.2,1,37.5,650,0,0,0,14,130,6,0,0,0,5.3,9,3.7,0.457,0,0,0,0
"FCR",50,2023-11-06 11:09:00,8,1,32.4,622,0,0,0,15,128,7,0,0,0,4.9,8.4,3.5,0.446,0,0,0,0
"FCR",50,2023-11-06 11:29:00,9,1,36.2,609,0,0,0,14,133,12,0,0,0,5.3,8.7,3.5,0.441,0,0,0,0
"FCR",100,2023-11-14 10:30:00,0.1,1,53.3,259,0,0,0,1,7,22,0,0,3,5.4,6.8,1.3,0.091,0,0,0,0
"FCR",50,2023-11-14 11:11:00,0.1,1,44.1,585,0,0,0,2,11,9,0,0,3,5.3,8.9,3.6,0.311,0,0,0,0
"FCR",50,2023-11-14 11:19:00,1.6,1,42.6,539,0,0,0,3,8,7,0,0,3,5.2,8.8,3.6,0.311,0,0,0,0
"FCR",50,2023-11-14 11:29:00,3.8,1,42.6,543,0,0,0,3,5,8,0,0,3,5.3,8.7,3.4,0.302,0,0,0,0
"FCR",50,2023-11-14 11:42:00,5,1,49.2,628,0,0,0,2,9,8,0,0,3,NA,NA,NA,NA,0,0,0,0
"FCR",50,2023-11-14 11:52:00,6.2,1,45.4,586,0,0,0,2,6,6,0,0,3,5.9,9.6,3.7,0.312,0,0,0,0
"FCR",50,2023-11-14 12:01:00,8,1,47.4,574,0,0,0,2,8,10,0,0,3,5,8.6,3.6,0.31,0,0,0,0
"FCR",50,2023-11-14 12:09:00,9,1,49.1,600,0,0,0,2,10,6,0,0,3,5.3,8.8,3.5,0.342,0,0,0,0
"FCR",50,2023-12-04 09:35:00,0.1,1,42.1,550,0,0,0,5,11,5,0,0,0,5.6,9.2,3.6,0.317,0,0,0,0
"FCR",50,2023-12-04 09:46:00,1.6,1,47.8,553,0,0,0,3,10,4,0,0,3,5.4,8.6,3.2,0.297,0,0,0,0
"FCR",50,2023-12-04 09:54:00,3.8,1,40.4,494,0,0,0,5,9,7,0,0,0,5.3,8.6,3.4,0.297,0,0,0,0
"FCR",50,2023-12-04 10:03:00,5,1,48.1,613,0,0,0,2,7,5,0,0,3,5.2,8.7,3.5,0.305,0,0,0,0
"FCR",50,2023-12-04 10:08:00,6.2,1,46.3,569,0,0,0,3,8,8,0,0,3,5.2,9,3.8,0.308,0,0,0,0
"FCR",50,2023-12-04 10:15:00,8,1,48,588,0,0,0,3,8,4,0,0,3,5.1,8.5,3.5,0.304,0,0,0,0
"FCR",50,2023-12-04 10:23:00,9,1,46.4,569,0,0,0,2,10,6,0,0,3,5.6,9.4,3.7,0.321,0,0,0,0
"FCR",100,2023-12-04 12:00:00,0.1,1,40.4,152,1,0,0,3,7,23,0,0,3,4,6.4,2.4,0.136,0,0,0,0
"FCR",200,2023-12-04 14:10:00,0.1,1,51.3,192,0,0,0,10,47,2,0,3,0,5,7.6,2.6,0.24,0,0,0,0
